order_id,order_date,customer_id,customer_name,segment,region,city,category,sub_category,product_name,ship_mode,quantity,discount,sales,profit
ORD-1352,2023-04-09,CUST-471,Daniel Bryan,Consumer,East,Maxwellberg,Office Supplies,Binders,Binders Model-39,Standard,17,0.1,2243.02,613.31
ORD-1353,2022-11-19,CUST-453,Michael Mack,Corporate,Central,Troytown,Furniture,Tables,Tables Model-33,Express,4,0.0,118.29,1590.46
ORD-1354,2022-09-20,CUST-304,Mason Wagner,Home Office,South,South Jefferyland,Furniture,Tables,Tables Model-47,Standard,11,0.3,4057.26,-88.62
ORD-1355,2022-02-08,CUST-140,Brittney Gonzalez,Consumer,East,Carrollmouth,Electronics,Tablets,Tablets Model-23,Economy,14,0.0,3656.64,1025.45
ORD-1356,2022-02-25,CUST-376,Harry Moon,Home Office,South,New Michaelview,Electronics,Accessories,Accessories Model-21,Express,5,0.0,1530.87,-205.28
ORD-1357,2023-03-19,CUST-167,Heather Rodriguez,Corporate,North,Port Jenna,Electronics,Laptops,Laptops Model-31,Standard,18,0.3,1456.02,606.94
ORD-1358,2023-05-08,CUST-433,Heather Gilmore,Home Office,South,North Curtis,Furniture,Tables,Tables Model-36,Express,8,0.0,2800.89,822.08
ORD-1359,2023-11-19,CUST-197,Jeffrey Cohen,Corporate,East,North Sarah,Electronics,Phones,Phones Model-39,Standard,10,0.1,2073.77,540.12
ORD-1360,2023-03-28,CUST-202,Kevin Jones,Home Office,East,Emilymouth,Clothing,Pants,Pants Model-10,Standard,4,0.0,233.94,1581.8
ORD-1361,2022-12-18,CUST-330,Stacy Cameron,Corporate,North,Gonzalezland,Office Supplies,Paper,Paper Model-22,Express,18,0.1,3472.04,-44.06
ORD-1362,2023-12-13,CUST-398,Linda Burton,Home Office,Central,Kristinshire,Clothing,Pants,Pants Model-3,Same Day,6,0.0,3496.79,-257.71
ORD-1363,2023-11-02,CUST-438,Michael Walker,Corporate,East,Lake Debra,Electronics,Accessories,Accessories Model-7,Standard,10,0.3,4726.43,-146.83
ORD-1364,2023-05-12,CUST-195,Sarah White,Consumer,Central,Jasontown,Electronics,Tablets,Tablets Model-30,Standard,2,0.1,4335.2,922.59
ORD-1365,2022-12-22,CUST-254,Angela Levine,Consumer,Central,Douglasview,Furniture,Chairs,Chairs Model-18,Standard,9,0.3,3424.71,517.37
ORD-1366,2022-06-05,CUST-170,Lance Olson,Consumer,West,Aarontown,Office Supplies,Pens,Pens Model-34,Express,14,0.1,1715.51,603.55
ORD-1367,2023-07-10,CUST-397,Angela Hahn,Home Office,South,South Michael,Office Supplies,Envelopes,Envelopes Model-9,Same Day,17,0.1,667.54,1200.69
ORD-1368,2022-03-11,CUST-160,Donna Cunningham,Consumer,East,North Justin,Furniture,Shelves,Shelves Model-10,Standard,11,0.3,2791.13,1881.78
ORD-1369,2022-07-12,CUST-490,Alexandra Baldwin,Home Office,Central,North Sarahhaven,Office Supplies,Pens,Pens Model-18,Express,20,0.1,,124.92
ORD-1370,2023-05-30,CUST-432,Sean Burton,Corporate,South,Justinton,Clothing,Pants,Pants Model-25,Economy,16,0.1,4232.23,778.16
ORD-1371,2023-02-27,CUST-203,Jessica Stevens,Consumer,North,South Natashabury,Electronics,Tablets,Tablets Model-12,Economy,20,0.3,1120.55,1244.08
ORD-1372,2022-02-12,CUST-468,Melissa Berg,Corporate,West,Jessicaberg,Clothing,Accessories,Accessories Model-40,Standard,17,0.0,3043.57,1595.96
ORD-1373,2022-02-10,CUST-422,Kathleen Lynn,Consumer,South,Petersonview,Furniture,Desks,Desks Model-19,Economy,13,0.2,2792.93,887.09
ORD-1374,2023-12-08,CUST-524,Whitney Wilson,Home Office,West,Wilsonshire,Office Supplies,Paper,Paper Model-6,Standard,6,0.5,2589.68,27.15
ORD-1375,2023-04-07,CUST-559,Nancy Griffin,Home Office,South,Pamelaburgh,Clothing,Shoes,Shoes Model-30,Standard,9,0.2,134.31,743.47
ORD-1376,2022-04-27,CUST-143,Ashley Beck,Home Office,West,East Edwardshire,Electronics,Phones,Phones Model-47,Express,13,0.5,3534.07,1158.37
ORD-1377,2022-05-29,CUST-314,Tanya York,Corporate,East,Amandachester,Furniture,Tables,Tables Model-47,Economy,10,0.1,902.55,1337.71
ORD-1378,2023-04-15,CUST-513,Timothy Jackson,Consumer,Central,Murphyfort,Office Supplies,Paper,Paper Model-32,Express,7,0.5,2493.16,846.88
ORD-1379,2023-07-15,CUST-519,,Consumer,North,Calderonbury,Electronics,Laptops,Laptops Model-12,Express,2,0.2,1397.78,1145.86
ORD-1380,2022-03-31,CUST-191,Margaret Wheeler,Consumer,East,East Kimberly,Office Supplies,Binders,Binders Model-40,Express,15,0.5,254.67,659.0
ORD-1381,2023-01-24,CUST-531,Catherine Harris,Home Office,North,Edwardsberg,Office Supplies,Binders,Binders Model-19,Economy,5,0.0,4103.12,1444.42
ORD-1382,2023-09-19,CUST-422,Rita Sanchez,Home Office,North,New Kimberlyport,Furniture,Tables,Tables Model-31,Same Day,14,0.5,300.34,1014.14
ORD-1383,2023-09-22,CUST-423,,Corporate,West,Richardmouth,Office Supplies,Pens,Pens Model-12,Express,10,0.1,,895.32
ORD-1384,2023-09-23,CUST-270,Lisa Jacobs,Corporate,Central,North Christopher,Electronics,Laptops,Laptops Model-41,Express,1,0.1,4994.95,652.29
ORD-1385,2022-01-07,CUST-302,Robert Adams,Home Office,Central,New Bruceside,Office Supplies,Binders,Binders Model-40,Standard,6,0.1,578.05,466.55
ORD-1386,2023-10-24,CUST-335,Connor Horton,Home Office,East,Nicolasville,Clothing,Shirts,Shirts Model-30,Economy,2,0.5,687.41,57.39
ORD-1387,2023-08-15,CUST-554,Brian King,Corporate,North,North Joshuaport,Electronics,Laptops,Laptops Model-10,Same Day,1,0.2,3430.61,1538.93
ORD-1388,2023-09-02,CUST-257,Jennifer Beck,Home Office,East,Robinsonland,Clothing,Pants,Pants Model-46,Standard,9,0.3,593.05,1499.39
ORD-1389,2023-06-22,CUST-501,Phillip Long,Consumer,South,Stewartbury,Office Supplies,Pens,Pens Model-6,Economy,17,0.0,1518.57,-41.87
ORD-1390,2023-06-21,CUST-493,Robert Robinson,Consumer,Central,Josephhaven,Office Supplies,Envelopes,Envelopes Model-44,Express,7,0.0,1558.69,452.88
ORD-1391,2022-02-15,CUST-144,,Corporate,West,North Sherri,Electronics,Tablets,Tablets Model-3,Standard,17,0.2,3438.39,1066.86
ORD-1392,2022-07-25,CUST-263,Michelle Clarke,Corporate,North,Jeffreyland,Furniture,Shelves,Shelves Model-18,Express,6,0.2,970.8,336.29
ORD-1393,2023-07-10,CUST-172,Kimberly Hernandez,Home Office,East,Phillipberg,Electronics,Laptops,Laptops Model-37,Express,6,0.0,1758.09,432.52
ORD-1394,2022-01-30,CUST-154,Jeffrey Flynn,Corporate,North,Browningville,Electronics,Laptops,Laptops Model-6,Economy,13,0.1,2358.97,1253.64
ORD-1395,2022-11-16,CUST-488,Reginald Petty,Home Office,Central,New Diana,Clothing,Shoes,Shoes Model-6,Economy,19,0.1,1668.34,155.74
ORD-1396,2022-11-14,CUST-338,Albert Wilson,Corporate,South,New Sabrina,Electronics,Accessories,Accessories Model-15,Express,20,0.2,3425.55,1333.5
ORD-1397,2023-04-10,CUST-157,Amanda Dunn,Corporate,West,Port Autumn,Office Supplies,Binders,Binders Model-30,Express,10,0.2,2442.66,-149.66
ORD-1398,2023-07-24,CUST-372,Kelly Weeks,Corporate,West,New Heatherton,Electronics,Tablets,Tablets Model-38,Economy,8,0.5,3250.76,1522.59
ORD-1399,2022-08-02,CUST-501,Jesse Wilkinson,Corporate,Central,South Audreyton,Electronics,Tablets,Tablets Model-22,Express,6,0.0,4071.44,1059.23
ORD-1400,2022-11-30,CUST-190,Kelsey Hale,Corporate,West,Danielhaven,Electronics,Accessories,Accessories Model-5,Standard,20,0.3,2779.89,1590.65
ORD-1401,2023-08-18,CUST-100,Michael Barnett,Consumer,South,West Jennifer,Furniture,Tables,Tables Model-29,Same Day,13,0.5,4517.25,1163.11
ORD-1402,2023-08-07,CUST-570,Jennifer Clark,Corporate,East,New Sherylstad,Office Supplies,Binders,Binders Model-6,Standard,20,0.5,3973.79,1262.99
ORD-1403,2022-01-01,CUST-283,April Walker,Consumer,East,Lake Matthew,Office Supplies,Paper,Paper Model-2,Express,14,0.5,3519.74,1587.73
ORD-1404,2023-07-13,CUST-171,Linda Davis,Consumer,Central,West Alexandria,Clothing,Accessories,Accessories Model-25,Same Day,14,0.1,1063.97,98.84
ORD-1405,2023-10-26,CUST-349,Johnathan Bird,Home Office,West,East Amy,Electronics,Phones,Phones Model-9,Standard,5,0.3,88.38,1359.08
ORD-1406,2023-04-11,CUST-330,,Corporate,East,Wesleyville,Clothing,Pants,Pants Model-15,Express,14,0.5,2551.98,969.72
ORD-1407,2023-07-14,CUST-119,Kimberly Martin,Home Office,West,Port Deborahville,Office Supplies,Envelopes,Envelopes Model-46,Same Day,4,0.5,2886.0,-223.04
ORD-1408,2023-06-14,CUST-145,Patricia Pope,Consumer,West,South Amanda,Office Supplies,Envelopes,Envelopes Model-41,Standard,18,0.5,400.39,1746.81
ORD-1409,2023-04-10,CUST-475,,Corporate,West,Michaelaborough,Electronics,Accessories,Accessories Model-23,Same Day,10,0.1,2568.19,779.23
ORD-1410,2023-10-07,CUST-126,Blake Stephens,Home Office,East,Jacksonchester,Office Supplies,Paper,Paper Model-48,Standard,10,0.3,2371.07,88.88
ORD-1411,2022-05-16,CUST-231,Michael Garza,Consumer,North,Lehaven,Office Supplies,Binders,Binders Model-39,Express,19,0.1,3082.83,333.0
ORD-1412,2022-07-05,CUST-275,Yvette Fowler,Consumer,South,East Benjaminhaven,Furniture,Desks,Desks Model-39,Express,16,0.3,3998.87,1682.63
ORD-1413,2023-08-15,CUST-428,Jill Reese,Corporate,North,Port Gregoryton,Furniture,Tables,Tables Model-4,Express,15,0.3,3674.46,493.67
ORD-1414,2023-12-01,CUST-174,Gabriela Porter,Home Office,West,Morenoview,Furniture,Desks,Desks Model-1,Same Day,15,0.3,3530.98,791.56
ORD-1415,2023-06-29,CUST-321,Julie Gray,Home Office,East,Frankburgh,Electronics,Phones,Phones Model-22,Same Day,9,0.0,3190.75,1899.22
ORD-1416,2023-06-17,CUST-192,Donald Murillo,Corporate,Central,Tristanbury,Furniture,Tables,Tables Model-1,Standard,3,0.0,1693.66,1287.64
ORD-1417,2022-10-18,CUST-417,Chelsea Rowe,Consumer,North,Williamsbury,Office Supplies,Pens,Pens Model-39,Express,20,0.0,1266.96,-221.7
ORD-1418,2023-11-04,CUST-511,Timothy Franco,Consumer,North,West Wesley,Furniture,Desks,Desks Model-45,Express,9,0.2,3821.65,1190.18
ORD-1419,2023-12-10,CUST-265,Colin Black,Corporate,South,Port Jessica,Office Supplies,Envelopes,Envelopes Model-50,Standard,9,0.0,4517.92,1470.73
ORD-1420,2023-03-28,CUST-202,Jose Bradley,Home Office,West,Sanchezside,Office Supplies,Pens,Pens Model-12,Economy,4,0.1,356.3,1952.67
ORD-1421,2022-09-23,CUST-392,Kristen Chase,Home Office,East,Natalieport,Electronics,Accessories,Accessories Model-50,Economy,1,0.3,525.4,-132.29
ORD-1422,2022-06-05,CUST-394,Darrell Perkins,Consumer,Central,Ramirezburgh,Clothing,Shoes,Shoes Model-46,Economy,16,0.3,3503.28,1780.62
ORD-1423,2022-01-04,CUST-499,Selena Oneill,Corporate,North,Fredborough,Electronics,Laptops,Laptops Model-37,Same Day,11,0.2,1928.28,1285.3
ORD-1424,2023-07-02,CUST-530,,Corporate,East,Griffithberg,Electronics,Tablets,Tablets Model-42,Express,6,0.5,4268.18,482.14
ORD-1425,2023-10-08,CUST-553,Brandon Wilkins,Home Office,West,North Christopher,Clothing,Shirts,Shirts Model-48,Express,5,0.0,3447.32,818.96
ORD-1426,2022-03-06,CUST-355,Sandra Berry,Home Office,West,Connorborough,Clothing,Accessories,Accessories Model-2,Standard,11,0.0,3965.77,1179.84
ORD-1427,2023-11-26,CUST-479,John Oconnell,Home Office,South,East Andrewhaven,Furniture,Desks,Desks Model-5,Standard,5,0.3,4352.3,934.09
ORD-1428,2023-12-20,CUST-423,Krystal Norton,Consumer,East,East Jennifer,Electronics,Laptops,Laptops Model-7,Economy,20,0.1,3247.44,-266.96
ORD-1429,2023-09-02,CUST-511,Cody Hood,Consumer,West,Port Nicholas,Electronics,Accessories,Accessories Model-22,Economy,11,0.0,3997.88,207.32
ORD-1430,2023-08-31,CUST-240,Angela Zhang,Consumer,West,North Heather,Furniture,Chairs,Chairs Model-11,Same Day,18,0.1,875.5,-154.59
ORD-1431,2022-06-11,CUST-103,Jennifer Olson,Consumer,South,Jamieport,Electronics,Accessories,Accessories Model-6,Same Day,14,0.3,88.0,820.03
ORD-1432,2022-09-02,CUST-119,Kelsey Wilson,Home Office,South,Bellberg,Clothing,Accessories,Accessories Model-46,Economy,20,0.0,4691.07,1104.24
ORD-1433,2022-07-16,CUST-148,Karen Sanchez,Home Office,East,Port Manuelmouth,Electronics,Laptops,Laptops Model-49,Express,15,0.1,596.36,919.46
ORD-1434,2022-06-30,CUST-127,Victoria Marshall,Home Office,East,New Rebeccamouth,Clothing,Accessories,Accessories Model-19,Express,14,0.2,807.2,1822.15
ORD-1435,2022-02-23,CUST-502,Craig Graham,Consumer,West,Port Evelyn,Electronics,Phones,Phones Model-33,Standard,3,0.1,4625.06,104.54
ORD-1436,2022-08-24,CUST-150,Jeffrey Rogers,Consumer,West,Port Nicholas,Furniture,Shelves,Shelves Model-13,Economy,8,0.0,3897.09,450.1
ORD-1437,2023-09-17,CUST-169,Steven Murray,Corporate,South,Port Robertville,Furniture,Tables,Tables Model-41,Same Day,9,0.1,2280.4,590.86
ORD-1438,2022-04-24,CUST-187,Trevor Daniel,Corporate,South,Susanland,Office Supplies,Pens,Pens Model-19,Express,20,0.1,4259.74,754.73
ORD-1439,2022-08-10,CUST-242,Michael Hamilton,Consumer,West,Port Jessicachester,Clothing,Accessories,Accessories Model-48,Express,8,0.2,2961.99,1625.07
ORD-1440,2023-03-04,CUST-340,Brian Richards,Home Office,Central,Hendersonburgh,Furniture,Chairs,Chairs Model-3,Economy,17,0.3,4901.12,-207.87
ORD-1441,2022-09-04,CUST-454,Brendan Gray,Home Office,west,Walkerburgh,Clothing,Accessories,Accessories Model-14,Express,12,0.2,424.63,1432.08
ORD-1442,2023-12-22,CUST-398,Juan Oconnor,Consumer,West,Scottburgh,Office Supplies,Pens,Pens Model-30,Express,13,0.1,2301.82,1011.88
ORD-1443,2023-01-30,CUST-116,Alexander Brown,Corporate,West,Torresstad,Electronics,Phones,Phones Model-49,Same Day,20,0.5,4468.24,465.68
ORD-1444,2023-06-12,CUST-554,,Consumer,North,Lake Stephanieland,Office Supplies,Paper,Paper Model-25,Same Day,15,0.5,4727.16,1251.7
ORD-1445,2022-05-22,CUST-158,Joe Ellis,Home Office,West,Bradleytown,Electronics,Laptops,Laptops Model-48,Express,8,0.2,4906.45,248.86
ORD-1446,2022-03-06,CUST-356,Alexis Kemp,Home Office,North,New Stacyview,Office Supplies,Paper,Paper Model-31,Same Day,15,0.5,1870.34,740.54
ORD-1447,2023-04-14,CUST-191,Crystal Yu,Corporate,North,West Caroline,Electronics,Laptops,Laptops Model-7,Express,9,0.0,445.67,598.57
ORD-1448,2023-03-03,CUST-167,Ashley Vance,Corporate,East,New Roberttown,Electronics,Tablets,Tablets Model-27,Economy,1,0.2,,945.3
ORD-1449,2023-08-16,CUST-267,Jacob Scott,Corporate,Central,Smithport,Office Supplies,Envelopes,Envelopes Model-43,Economy,15,0.2,1720.53,1185.92
ORD-1450,2023-05-11,CUST-532,Crystal Walker,Consumer,South,New Connor,Office Supplies,Pens,Pens Model-23,Same Day,15,0.1,1865.79,362.74
ORD-1451,2023-12-27,CUST-178,Tammy Cole,Consumer,South,Hannahtown,Furniture,Tables,Tables Model-8,Standard,11,0.5,3467.37,1232.62
ORD-1452,2022-12-19,CUST-599,Mary Miller,Consumer,Central,Devinshire,Electronics,Tablets,Tablets Model-20,Standard,1,0.3,748.24,731.39
ORD-1453,2022-01-05,CUST-359,Thomas Hall,Corporate,East,South Cynthiaville,Office Supplies,Pens,Pens Model-31,Same Day,19,0.1,4851.05,956.13
ORD-1454,2023-05-06,CUST-382,Brent Thomas,Consumer,East,Websterside,Office Supplies,Paper,Paper Model-2,Economy,20,0.1,4501.87,20.67
ORD-1455,2022-10-12,CUST-534,Christopher Estrada,Corporate,North,New Staceychester,Furniture,Tables,Tables Model-33,Economy,7,0.3,986.62,-107.74
ORD-1456,2022-06-01,CUST-297,Donna Horne,Corporate,North,New Breanna,Office Supplies,Envelopes,Envelopes Model-19,Same Day,12,0.2,3582.66,683.57
ORD-1457,2023-03-30,CUST-596,Danielle Evans,Corporate,West,Hernandezmouth,Clothing,Accessories,Accessories Model-9,Standard,5,0.1,1450.28,1553.05
ORD-1458,2023-08-28,CUST-309,Franklin Watts,Home Office,East,Millerton,Office Supplies,Paper,Paper Model-27,Express,18,0.3,3783.01,-96.57
ORD-1459,2022-10-24,CUST-523,Stephen Joseph,Corporate,Central,West Michael,Furniture,Desks,Desks Model-20,Economy,18,0.3,2773.8,-202.86
ORD-1460,2022-05-08,CUST-313,Sean Edwards,Consumer,West,Tinachester,Office Supplies,Envelopes,Envelopes Model-45,Express,1,0.0,3272.53,1753.18
ORD-1461,2023-08-03,CUST-451,Kevin Mosley,Corporate,North,West Carolyn,Office Supplies,Envelopes,Envelopes Model-24,Standard,9,0.1,2185.98,293.2
ORD-1462,2022-06-17,CUST-425,Stephen Morris,Corporate,North,East Whitney,Furniture,Shelves,Shelves Model-19,Same Day,17,0.0,273.91,530.68
ORD-1463,2023-07-11,CUST-532,Nicholas Woodward,Home Office,east,Jamieberg,Electronics,Laptops,Laptops Model-18,Same Day,4,0.5,1619.81,427.28
ORD-1464,2023-05-12,CUST-183,Amber Riley,Consumer,South,Murrayside,Office Supplies,Binders,Binders Model-10,Express,7,0.5,2065.85,1818.09
ORD-1465,2023-04-17,CUST-167,Michelle Smith,Consumer,West,South Catherine,Electronics,Accessories,Accessories Model-23,Same Day,12,0.1,4581.0,-31.9
ORD-1466,2023-12-28,CUST-160,Alexis Howell,Consumer,South,Foleyland,Office Supplies,Pens,Pens Model-45,Express,8,0.2,1530.37,1412.26
ORD-1467,2022-01-20,CUST-121,Morgan Hunt,Consumer,North,West Elizabeth,Electronics,Phones,Phones Model-3,Standard,16,0.0,3875.71,1441.87
ORD-1468,2022-05-07,CUST-561,Jacob Tran,Consumer,South,Harperhaven,Electronics,Phones,Phones Model-43,Same Day,1,0.0,4601.29,172.42
ORD-1469,2022-06-14,CUST-413,Kimberly Hill,Consumer,Central,Lozanomouth,Office Supplies,Binders,Binders Model-37,Standard,4,0.5,4277.14,1495.84
ORD-1470,2023-07-05,CUST-573,Kevin Shaffer,Consumer,Central,Robertborough,Office Supplies,Pens,Pens Model-46,Economy,12,0.5,31.6,1368.3
ORD-1471,2023-03-11,CUST-157,Steven Diaz,Corporate,North,West Davidmouth,Office Supplies,Envelopes,Envelopes Model-30,Standard,17,0.1,1079.23,223.37
ORD-1472,2022-12-02,CUST-333,Anthony Mills,Home Office,East,Lake Kylestad,Electronics,Phones,Phones Model-44,Economy,8,0.5,2473.63,585.0
ORD-1473,2023-11-27,CUST-445,Lisa Powell,Corporate,North,New Mary,Electronics,Accessories,Accessories Model-26,Economy,17,0.0,1843.53,-270.59
ORD-1474,2022-03-08,CUST-202,Monica Taylor,Home Office,West,East Lisa,Electronics,Laptops,Laptops Model-8,Express,14,0.3,1824.91,157.9
ORD-1475,2022-12-31,CUST-307,Stephen Nelson,Corporate,Central,Mcclureburgh,Office Supplies,Envelopes,Envelopes Model-18,Express,15,0.0,2384.37,1087.28
ORD-1476,2022-04-12,CUST-355,Brandon Miller,Home Office,North,East Martinton,Furniture,Chairs,Chairs Model-12,Economy,20,0.2,3691.61,1609.72
ORD-1477,2023-04-23,CUST-351,,Home Office,East,West Scottburgh,Electronics,Accessories,Accessories Model-35,Same Day,18,0.5,1017.64,1222.81
ORD-1478,2023-04-06,CUST-335,Katherine Murphy,Consumer,North,North Markburgh,Electronics,Accessories,Accessories Model-12,Same Day,6,0.3,1579.65,565.57
ORD-1479,2023-11-07,CUST-340,Amber Anderson,Corporate,Central,East Timothyside,Electronics,Accessories,Accessories Model-11,Standard,13,0.2,2773.38,940.6
ORD-1480,2022-11-25,CUST-165,Alex White,Corporate,East,Lake Mark,Office Supplies,Binders,Binders Model-48,Standard,11,0.3,316.51,1058.07
ORD-1481,2023-11-09,CUST-259,Jo Thomas,Home Office,North,South Brucechester,Office Supplies,Paper,Paper Model-45,Standard,10,0.0,,239.63
ORD-1482,2023-08-05,CUST-110,Travis Yang MD,Home Office,West,Aaronfort,Clothing,Accessories,Accessories Model-38,Standard,11,0.3,2578.65,668.7
ORD-1483,2023-12-09,CUST-357,Daniel Hudson,Home Office,East,Kimberlychester,Clothing,Shirts,Shirts Model-11,Same Day,12,0.3,3378.81,472.73
ORD-1484,2022-10-22,CUST-393,Andrew Grimes,Corporate,South,Brianfurt,Electronics,Laptops,Laptops Model-40,Standard,19,0.0,1333.12,383.84
ORD-1485,2022-08-03,CUST-521,Jessica Marshall,Corporate,Central,East Lindseymouth,Clothing,Accessories,Accessories Model-20,Economy,18,0.2,1743.11,-123.68
ORD-1486,2022-01-20,CUST-195,Jessica Price,Home Office,West,Port Elizabeth,Clothing,Pants,Pants Model-14,Economy,9,0.5,3142.94,887.32
ORD-1487,2023-01-09,CUST-482,Michael Ayala,Home Office,East,Cindyport,Electronics,Laptops,Laptops Model-28,Economy,11,0.0,2317.81,252.86
ORD-1488,2022-09-20,CUST-222,April Harrison DDS,Consumer,South,Port Charlesview,Office Supplies,Pens,Pens Model-13,Standard,8,0.2,3437.41,243.1
ORD-1489,2022-06-13,CUST-504,Tyler Mckee,Corporate,Central,Erictown,Electronics,Laptops,Laptops Model-12,Standard,16,0.0,1370.83,-232.97
ORD-1490,2023-02-21,CUST-553,Jessica Bradley,Consumer,West,Lake Elizabethton,Office Supplies,Paper,Paper Model-47,Express,8,0.0,4484.9,1244.85
ORD-1491,2022-04-03,CUST-513,Frank Wilson,Corporate,East,New Paul,Office Supplies,Envelopes,Envelopes Model-38,Economy,8,0.3,1198.0,-18.76
ORD-1492,2023-02-23,CUST-351,Jeffrey Taylor,Home Office,East,South Russellmouth,Office Supplies,Envelopes,Envelopes Model-45,Standard,11,0.5,1278.99,1055.81
ORD-1493,2023-05-02,CUST-110,Kyle Young,Home Office,Central,Conniestad,Furniture,Shelves,Shelves Model-3,Standard,8,0.2,3581.2,1589.14
ORD-1494,2023-07-02,CUST-298,Bryce Curtis,Consumer,West,West Dorisbury,Office Supplies,Paper,Paper Model-17,Same Day,3,0.1,4336.1,1672.59
ORD-1495,2023-10-22,CUST-543,Jordan Jones,Consumer,West,North Kristine,Clothing,Shoes,Shoes Model-31,Economy,11,0.3,2037.38,-222.07
ORD-1496,2022-12-27,CUST-380,Courtney Leonard,Home Office,East,Mccormickview,Office Supplies,Paper,Paper Model-30,Standard,2,0.1,2110.14,1377.23
ORD-1497,2023-10-06,CUST-156,Jeffrey Brown,Consumer,South,Michaelmouth,Clothing,Pants,Pants Model-34,Express,20,0.3,1534.68,1024.36
ORD-1498,2022-06-27,CUST-509,Kelli Levy,Corporate,South,Millerport,Furniture,Shelves,Shelves Model-6,Economy,12,0.1,3440.46,1601.57
ORD-1499,2022-01-24,CUST-420,,Consumer,North,West Alexandra,Furniture,Chairs,Chairs Model-30,Express,9,0.1,4616.33,1188.35
ORD-1500,2023-01-12,CUST-107,Pamela Andersen MD,Home Office,Central,Millerville,Furniture,Chairs,Chairs Model-28,Economy,16,0.0,858.91,1004.66
ORD-1501,2023-05-22,CUST-205,Donna Long,Home Office,South,East Lisaview,Office Supplies,Binders,Binders Model-19,Express,14,0.1,1916.55,692.01
ORD-1502,2023-09-25,CUST-398,Julia Petersen,Home Office,West,Lake Debraview,Office Supplies,Pens,Pens Model-6,Standard,16,0.1,2260.37,271.13
ORD-1503,2023-12-27,CUST-137,Cynthia Love,Consumer,Central,New Allen,Furniture,Desks,Desks Model-4,Standard,11,0.1,2122.22,1073.55
ORD-1504,2022-09-17,CUST-600,Chad Rivas,Corporate,East,South Deborah,Electronics,Phones,Phones Model-9,Standard,19,0.1,2527.66,576.16
ORD-1505,2022-04-02,CUST-172,Juan Wilson,Corporate,North,Christophershire,Clothing,Pants,Pants Model-21,Standard,5,0.3,1593.41,919.97
ORD-1506,2022-09-27,CUST-235,Anthony Cook,Home Office,East,Swansonport,Clothing,Shoes,Shoes Model-28,Express,11,0.3,3068.53,1451.6
ORD-1507,2022-07-13,CUST-118,Kelly Dean,Corporate,East,Reedburgh,Clothing,Shirts,Shirts Model-11,Economy,14,0.0,751.62,228.68
ORD-1508,2023-04-14,CUST-543,Kathleen Lee,Consumer,North,East Jose,Office Supplies,Envelopes,Envelopes Model-23,Standard,7,0.2,2470.01,1645.43
ORD-1509,2023-08-21,CUST-492,Joseph Cannon,Home Office,South,North Anna,Office Supplies,Pens,Pens Model-27,Standard,8,0.3,4990.04,-290.51
ORD-1510,2023-01-18,CUST-528,Christopher Mason,Corporate,South,Morrisburgh,Electronics,Accessories,Accessories Model-2,Standard,15,0.3,2955.79,1887.81
ORD-1511,2022-02-14,CUST-266,Stephen Osborn,Home Office,Central,Gordonmouth,Electronics,Tablets,Tablets Model-9,Express,2,0.2,3284.3,1887.06
ORD-1512,2023-02-13,CUST-494,Patrick Odonnell,Corporate,North,New Toniville,Clothing,Shirts,Shirts Model-2,Express,6,0.3,1283.27,252.18
ORD-1513,2022-11-02,CUST-512,Cassandra Rodriguez,Corporate,Central,North Andrewfort,Furniture,Chairs,Chairs Model-9,Same Day,4,0.2,2459.32,694.42
ORD-1514,2023-07-31,CUST-316,,Corporate,Central,Kennethchester,Clothing,Shoes,Shoes Model-12,Economy,14,0.0,3005.7,-92.49
ORD-1515,2023-05-23,CUST-142,Jeremy Turner,Corporate,West,Sarahhaven,Furniture,Tables,Tables Model-28,Standard,16,0.2,2641.12,1188.62
ORD-1516,2022-10-30,CUST-569,Dennis Peterson,Consumer,Central,Lindseyland,Furniture,Desks,Desks Model-7,Economy,14,0.0,2846.99,967.29
ORD-1517,2023-08-23,CUST-158,Stacy Rodgers,Home Office,West,Silvatown,Office Supplies,Binders,Binders Model-12,Express,13,0.0,418.03,857.92
ORD-1518,2023-10-01,CUST-570,Becky Chang,Consumer,South,East Maria,Clothing,Accessories,Accessories Model-12,Standard,20,0.2,4041.09,485.07
ORD-1519,2022-04-30,CUST-335,Joshua Dean,Home Office,West,Marieland,Electronics,Accessories,Accessories Model-43,Economy,10,0.5,76.39,1208.34
ORD-1520,2022-03-31,CUST-157,Stephen Kirby,Consumer,South,North Jorgemouth,Clothing,Shoes,Shoes Model-2,Express,16,0.1,634.2,-268.09
ORD-1521,2022-11-05,CUST-316,Amanda Krause,Consumer,North,Adamburgh,Furniture,Chairs,Chairs Model-11,Express,15,0.3,3850.91,40.78
ORD-1522,2023-08-07,CUST-270,David Fernandez,Consumer,North,New Brandishire,Furniture,Shelves,Shelves Model-41,Economy,14,0.3,4148.96,600.99
ORD-1523,2023-05-15,CUST-471,Lorraine Chase,Home Office,West,Shortmouth,Office Supplies,Paper,Paper Model-15,Standard,17,0.0,2004.41,880.72
ORD-1524,2022-04-30,CUST-277,Stephen Miller Jr.,Corporate,West,Huntertown,Clothing,Accessories,Accessories Model-2,Express,10,0.1,2479.0,1859.62
